kd_supplier,kd_barang,gudang,qty
MITRA01,QFENV03,Gdg. Induk,6848
MITRA01,QFENV04,Gdg. Induk,2715
MITRA01,QFENV05,Gdg. Induk,1569
JAWAA01,QFERA03,Gdg. Induk,28
BEHNM01,QFETR02,Gdg. Induk,716
SYNGE01,QFILI01,Gdg. Induk,16732
SYNGE01,QFILI02,Gdg. Induk,18673
GOLDE02,QFLAS01,Gdg. Induk,10
ALFAB01,QFLAS02,Gdg. Induk,1100
MITRA01,QFOLI04,Gdg. Induk,3812
MITRA01,QFOLI05,Gdg. Induk,271
MITRA01,QFOLI09,Gdg. Induk,27
AGRON01,QFOND01,Gdg. Induk,798
AGRON01,QFOND02,Gdg. Induk,800
SINER01,QFONI01,Gdg. Induk,460
SINAR01,QFORM01,Gdg. Induk,1920
MITRA01,QFORS01,Gdg. Induk,4
MITRA01,QFORS02,Gdg. Induk,8
BEHNM01,QFRUI01,Gdg. Induk,208
LESTA01,QFUNG02,Gdg. Induk,4323
MAJUM01,QFUTA04,Gdg. Induk,0
KRIST01,QGABU01,Gdg. Induk,823
KRIST01,QGACA01,Gdg. Induk,145
KRIST01,QGAJA01,Gdg. Induk,140
KRIST01,QGAJE01,Gdg. Induk,860
MAJUM01,QGALL03,Gdg. Induk,2546
MAJUM01,QGALL12,Gdg. Induk,329
MAJUM01,QGALL14,Gdg. Induk,2179
SARAN04,QGAME01,Gdg. Induk,4443
SARAN04,QGAME02,Gdg. Induk,2342
SARAN04,QGAME03,Gdg. Induk,441
KALAT01,QGAND01,Gdg. Induk,178197
KALAT01,QGAND02,Gdg. Induk,39514
KALAT01,QGAND03,Gdg. Induk,140568
KALAT01,QGAND04,Gdg. Induk,39384
ZENIT01,QGANE02,Gdg. Induk,1596
ZENIT01,QGANE03,Gdg. Induk,954
KARUN03,QGAPA01,Gdg. Induk,425
JAWAA01,QGAPL01,Gdg. Induk,5886
MITRA09,QGARD01,Gdg. Induk,49908
KRIST01,QGARE01,Gdg. Induk,370
KRIST01,QGASA01,Gdg. Induk,375
SARIK02,QGEMI01,Gdg. Induk,421
SINAR01,QGENI01,Gdg. Induk,8616
SINAR01,QGENI02,Gdg. Induk,122
SINAR01,QGENI03,Gdg. Induk,2
MAJUM01,QGGAM01,Gdg. Induk,1115
SARIK02,QGIBA01,Gdg. Induk,3338
SARIK02,QGIBA02,Gdg. Induk,397
SARIK02,QGIBA03,Gdg. Induk,35
NUFAR01,QGIBG03,Gdg. Induk,200
NUFAR01,QGIBG04,Gdg. Induk,1145
JAWAA01,QGLIF04,Gdg. Induk,4628
NUFAR01,QGLOV01,Gdg. Induk,9207
NUFAR01,QGLOV02,Gdg. Induk,508
NUFAR01,QGLOV03,Gdg. Induk,1095
ADILM01,QGLUF03,Gdg. Induk,2160
CENTA01,QGLYK01,Gdg. Induk,1445
SAPRO03,QGOAL03,Gdg. Induk,27532
SANIT01,QGOLD01,Gdg. Induk,39
MAJUM01,QGOLD07,Gdg. Induk,465
MAJUM01,QGOLD09,Gdg. Induk,271
MAJUM01,QGOLD10,Gdg. Induk,139
WAHAN01,QGOLD11,Gdg. Induk,301
WAHAN01,QGOLD12,Gdg. Induk,80
MAJUM01,QGOLD13,Gdg. Induk,64
ASIAN01,QGOLD14,Gdg. Induk,1474
MAJUM01,QGOLD16,Gdg. Induk,706
MAJUM01,QGOLD19,Gdg. Induk,894
MAJUM01,QGOLD21,Gdg. Induk,4520
TIGAM01,QGRAN01,Gdg. Induk,24577
TIGAM01,QGRAN04,Gdg. Induk,42550
SARIK02,QGRAS01,Gdg. Induk,45
SARIK02,QGRAS02,Gdg. Induk,21162
SARIK02,QGRAS03,Gdg. Induk,323
ALFAB01,QGREE03,Gdg. Induk,3301
ALFAB01,QGREE04,Gdg. Induk,6050
SARAN04,QGRIB01,Gdg. Induk,1819
SARAN04,QGRIB02,Gdg. Induk,2437
SARAN04,QGRIB03,Gdg. Induk,800
UTOMO01,QGWMA02,Gdg. Induk,829
UTOMO01,QGWMA05,Gdg. Induk,428
UTOMO01,QGWVI01,Gdg. Induk,599
UTOMO01,QGWVI03,Gdg. Induk,2803
UTOMO01,QGWVI07,Gdg. Induk,68
UTOMO01,QGWVI08,Gdg. Induk,2317
STARM01,QHAND01,Gdg. Induk,9
MITRA25,QHARA01,Gdg. Induk,720
AGROI01,QHER01,Gdg. Induk,1193
SINAR01,QHEXA02,Gdg. Induk,243
SINAR01,QHEXA04,Gdg. Induk,192
EXCEL01,QHEXA05,Gdg. Induk,285
EXCEL01,QHEXA06,Gdg. Induk,193
SINAR01,QHEXA07,Gdg. Induk,447
SINAR01,QHEXA08,Gdg. Induk,3958
SARIK02,QHOKK01,Gdg. Induk,1335
AGRON01,QIJOK01,Gdg. Induk,17443
BEHNM01,QIMPE01,Gdg. Induk,325
BEHNM01,QIMPE02,Gdg. Induk,740
SARAN08,QINDO04,Gdg. Induk,480
BASFI01,QINSU01,Gdg. Induk,175899
INTER01,QINTE02,Gdg. Induk,109
INTER01,QINTE03,Gdg. Induk,355
INTER01,QINTE04,Gdg. Induk,115
STARM01,QISIS01,Gdg. Induk,202
BISII01,QJAGU03,Gdg. Induk,0
BISII01,QJAGU04,Gdg. Induk,1300
SYNGE02,QJAGU13,Gdg. Induk,61160
AGRIM01,QJAGU25,Gdg. Induk,4842
SYNGE02,QJAGU29,Gdg. Induk,49280
BISII01,QJAGU43,Gdg. Induk,329
BISII01,QJAGU44,Gdg. Induk,813
BISII01,QJAGU47,Gdg. Induk,1118
BISII01,QJAGU55,Gdg. Induk,848
BISII01,QJAGU56,Gdg. Induk,80
SYNGE02,QJAGU58,Gdg. Induk,0
AGRIM01,QJAGU64,Gdg. Induk,10
BAYER01,QJAGU68,Gdg. Induk,6
DUPON01,QJAGU70,Gdg. Induk,3185
BISII01,QJAGU72,Gdg. Induk,2800
CRIND01,QJAGU76,Gdg. Induk,18039
AGRIM01,QJAGU81,Gdg. Induk,3999
SYNGE02,QJAGU87,Gdg. Induk,35100
BISII01,QJAGU88,Gdg. Induk,470
BISII01,QJAGU91,Gdg. Induk,1070
BISII01,QJAGU92,Gdg. Induk,17
SYNGE02,QJAGU94,Gdg. Induk,16500
JAVAK01,QJAKE01,Gdg. Induk,27
MIRAD,QJAMD01,Gdg. Induk,213
MIRAD,QJAMD02,Gdg. Induk,36
MIRAD,QJAMD03,Gdg. Induk,70
MAJUM01,QJAPR04,Gdg. Induk,650
MAJUM01,QJAPR06,Gdg. Induk,1080
AGROG01,QKALI01,Gdg. Induk,3
AGROG01,QKALI03,Gdg. Induk,473
AGROG01,QKALI05,Gdg. Induk,7833
AGROG01,QKALI09,Gdg. Induk,1032
BISII01,QKANG07,Gdg. Induk,1595
BENIH01,QKANG11,Gdg. Induk,20
N/A,QKAOS03,Gdg. Induk,1
DELTA01,QKAOS08,Gdg. Induk,16
JAVAK01,QKAOS09,Gdg. Induk,3
JAVAK01,QKAOS10,Gdg. Induk,168
JAVAK01,QKAOS11,Gdg. Induk,140
JAVAK01,QKAOS12,Gdg. Induk,264
MITRA09,QKAOS13,Gdg. Induk,1285
MITRA09,QKAOS14,Gdg. Induk,106
MAJUM01,QKAOS15,Gdg. Induk,1500
STARM01,QKARB01,Gdg. Induk,5
STARM01,QKARE01,Gdg. Induk,30
MAJUM01,QKARI01,Gdg. Induk,12999
MAJUM01,QKARI03,Gdg. Induk,13974
JAWAA01,QKARI07,Gdg. Induk,1214
JAWAA01,QKARI09,Gdg. Induk,0
JAWAA01,QKARI13,Gdg. Induk,547
JAWAA01,QKARI15,Gdg. Induk,278
JAWAA01,QKARI16,Gdg. Induk,392
SEAGR01,QKARU01,Gdg. Induk,18160
STARM01,QKATU01,Gdg. Induk,100
BIOWO01,QKELP01,Gdg. Induk,227
BIOWO01,QKELP03,Gdg. Induk,399
BIOWO01,QKELP04,Gdg. Induk,401
DELTA01,QKEME01,Gdg. Induk,21
KENSO01,QKENC01,Gdg. Induk,427
KENSO01,QKENC02,Gdg. Induk,1566
KENSO01,QKENM01,Gdg. Induk,1805
KENSO01,QKENM03,Gdg. Induk,480
KENSO01,QKENM06,Gdg. Induk,747
KENSO01,QKENM07,Gdg. Induk,747
SINAR01,QKING01,Gdg. Induk,40
SINAR01,QKING02,Gdg. Induk,82
AGRON01,QKLOP01,Gdg. Induk,14
AGRON01,QKLOP02,Gdg. Induk,0
AGRON01,QKLOP03,Gdg. Induk,160
SAPRO01,QKNO301,Gdg. Induk,91
SAPRO01,QKNO303,Gdg. Induk,2769
DELIS01,QKNOC03,Gdg. Induk,160
DELIS01,QKNOC05,Gdg. Induk,60
DELIS01,QKNOCK06,Gdg. Induk,308
SINAR01,QKONS01,Gdg. Induk,1040
SINAR01,QKONS02,Gdg. Induk,764
SINAR01,QKONS04,Gdg. Induk,223
SINAR01,QKONS05,Gdg. Induk,2900
STARM01,QKRAN01,Gdg. Induk,366
STARM01,QKRAN02,Gdg. Induk,295
SARIK02,QKRES06,Gdg. Induk,0
SAPRO01,QKSPT02,Gdg. Induk,17
TANIM01,QKUBI03,Gdg. Induk,5975
BISII01,QKUBI07,Gdg. Induk,180
ERATA01,QKUBI11,Gdg. Induk,0
BAYER01,QKUBI21,Gdg. Induk,3979
NUFAR01,QKUPR01,Gdg. Induk,26
NUFAR01,QKUPR02,Gdg. Induk,1726
EXCEL01,QLANC01,Gdg. Induk,1295
EXCEL01,QLANC02,Gdg. Induk,405
EXCEL01,QLANC03,Gdg. Induk,194
MITRA01,QLANN01,Gdg. Induk,6315
MITRA01,QLANN03,Gdg. Induk,310
DUPON01,QLANN04,Gdg. Induk,3475
DUPON01,QLANN05,Gdg. Induk,36675
MAJUM01,QLEMA01,Gdg. Induk,1850
MAJUM01,QLEMA02,Gdg. Induk,1497
ASIAN01,QLICR03,Gdg. Induk,132
AGROI01,QLID01,Gdg. Induk,3420
AGROI01,QLIDI02,Gdg. Induk,2247
SINAR01,QLOGA03,Gdg. Induk,370
SINAR01,QLOGA07,Gdg. Induk,1013
EXCEL01,QLOSM02,Gdg. Induk,119
DUPON01,QLOYA01,Gdg. Induk,3520
MAJUM01,QLUDE01,Gdg. Induk,3308
MAJUM01,QLUDE02,Gdg. Induk,912
BAYER01,QLUNA02,Gdg. Induk,65
JAWAA01,QMACE01,Gdg. Induk,5406
GLOBA01,QMAES01,Gdg. Induk,0
GLOBA01,QMAES02,Gdg. Induk,2952
TIGAM01,QMAGI01,Gdg. Induk,9311
TIGAM01,QMAGI02,Gdg. Induk,0
TIGAM01,QMAGI03,Gdg. Induk,50
N/A,QMALA01,Gdg. Induk,444
TANIN01,QMAMI03,Gdg. Induk,7
TANIN01,QMAMI04,Gdg. Induk,730
MULTI01,QMAMI06,Gdg. Induk,1860
MULTI01,QMAMI07,Gdg. Induk,920
MULTI01,QMAMI08,Gdg. Induk,201
SINAR01,QMAND01,Gdg. Induk,69
MITRA25,QMANO01,Gdg. Induk,3694
MITRA25,QMANO02,Gdg. Induk,782
CATUR01,QMANZ01,Gdg. Induk,0
CATUR01,QMANZ02,Gdg. Induk,2090
BINAG01,QMARS01,Gdg. Induk,1519
BINAG01,QMARS02,Gdg. Induk,873
BINAG01,QMARS03,Gdg. Induk,5654
BINAG01,QMARS05,Gdg. Induk,11464
BINAG01,QMARS06,Gdg. Induk,1069
GLOBA01,QMART01,Gdg. Induk,748
SYNGE01,QMATA02,Gdg. Induk,17585
SYNGE01,QMATA03,Gdg. Induk,34754
SYNGE01,QMATA04,Gdg. Induk,13091
SARIK02,QMEGA01,Gdg. Induk,2170
ASIAN01,QMEGA09,Gdg. Induk,15851
ASIAN01,QMEGA10,Gdg. Induk,719
ASIAN01,QMEGA11,Gdg. Induk,746
BENIH01,QMELO14,Gdg. Induk,0
BISII01,QMELO20,Gdg. Induk,70
BISII01,QMELO22,Gdg. Induk,0
SINAR01,QMETA03,Gdg. Induk,1234
SINAR01,QMETA04,Gdg. Induk,25
SINAR01,QMETA09,Gdg. Induk,3011
MITRA01,QMETI01,Gdg. Induk,10254
MITRA01,QMETI02,Gdg. Induk,7061
MITRA01,QMETI03,Gdg. Induk,7825
MITRA01,QMETI05,Gdg. Induk,23340
MITRA01,QMETI06,Gdg. Induk,6829
MITRA01,QMETI07,Gdg. Induk,28
MITRA01,QMETS01,Gdg. Induk,189015
DELIS01,QMEXD02,Gdg. Induk,333
DELIS01,QMEXD05,Gdg. Induk,81
DELIS01,QMEXD06,Gdg. Induk,151
DELIS01,QMEXD07,Gdg. Induk,615
SYNGE01,QMINE01,Gdg. Induk,1003
SYNGE01,QMINE02,Gdg. Induk,4135
PETRO01,QMIPC02,Gdg. Induk,61570
PETRO01,QMIPC03,Gdg. Induk,19157
SAPRO01,QMKP01,Gdg. Induk,7800
SINAR01,QMONE01,Gdg. Induk,245
SINAR01,QMONE05,Gdg. Induk,8
SINAR01,QMONE06,Gdg. Induk,308
SINAR01,QMONE07,Gdg. Induk,1788
SARAN08,QMONK04,Gdg. Induk,75
AGRIC01,QMOSP02,Gdg. Induk,2878
AGRIC01,QMOSP03,Gdg. Induk,5574
BAYER01,QMOVE04,Gdg. Induk,1037
MAJUM01,QMRGL03,Gdg. Induk,1924
MAJUM01,QMRQL01,Gdg. Induk,638
MAJUM01,QMRQL02,Gdg. Induk,1230
KARUN03,QMUL07,Gdg. Induk,33
KARUN03,QMUL09,Gdg. Induk,155
JAVAK01,QMUL100,Gdg. Induk,7
JAVAK01,QMUL101,Gdg. Induk,170
KARUN03,QMUL102,Gdg. Induk,0
KARUN03,QMUL103,Gdg. Induk,117
KARUN03,QMUL104,Gdg. Induk,67
KARUN03,QMUL105,Gdg. Induk,57
KARUN03,QMUL106,Gdg. Induk,38
JAVAK01,QMUL107,Gdg. Induk,50
KARUN03,QMUL110,Gdg. Induk,107
KARUN03,QMUL111,Gdg. Induk,135
KARUN03,QMUL112,Gdg. Induk,31
KARUN03,QMUL113,Gdg. Induk,22
JAVAK01,QMUL115,Gdg. Induk,6
JAVAK01,QMUL116,Gdg. Induk,17
JAVAK01,QMUL117,Gdg. Induk,1
JAVAK01,QMUL121,Gdg. Induk,124
JAVAK01,QMUL122,Gdg. Induk,1
JAVAK01,QMUL125,Gdg. Induk,20
JAVAK01,QMUL126,Gdg. Induk,100
JAVAK01,QMUL128,Gdg. Induk,256
JAVAK01,QMUL129,Gdg. Induk,95
JAVAK01,QMUL130,Gdg. Induk,0
JAVAK01,QMUL131,Gdg. Induk,0
JAVAK01,QMUL132,Gdg. Induk,0
JAVAK01,QMULS101,Gdg. Induk,35
JAVAK01,QMULS102,Gdg. Induk,10
PRIMA02,QMULS20,Gdg. Induk,117
PRIMA02,QMULS21,Gdg. Induk,0
PRIMA02,QMULS22,Gdg. Induk,102
PRIMA02,QMULS24,Gdg. Induk,80
PRIMA02,QMULS27,Gdg. Induk,64
PRIMA02,QMULS28,Gdg. Induk,53
JAVAK01,QMULS31,Gdg. Induk,13
JAVAK01,QMULS33,Gdg. Induk,36
JAVAK01,QMULS37,Gdg. Induk,48
JAVAK01,QMULS38,Gdg. Induk,61
JAVAK01,QMULS39,Gdg. Induk,8
JAVAK01,QMULS54,Gdg. Induk,48
JAVAK01,QMULS57,Gdg. Induk,268
JAVAK01,QMULS58,Gdg. Induk,22
JAVAK01,QMULS59,Gdg. Induk,0
JAVAK01,QMULS69,Gdg. Induk,45
JAVAK01,QMULS75,Gdg. Induk,70
JAVAK01,QMULS76,Gdg. Induk,222
JAVAK01,QMULS77,Gdg. Induk,103
JAVAK01,QMULS81,Gdg. Induk,32
JAVAK01,QMULS82,Gdg. Induk,28
JAVAK01,QMULS83,Gdg. Induk,29
JAVAK01,QMULS84,Gdg. Induk,71
JAVAK01,QMULS85,Gdg. Induk,38
JAVAK01,QMULS86,Gdg. Induk,0
JAVAK01,QMULS88,Gdg. Induk,27
JAVAK01,QMULS89,Gdg. Induk,121
JAVAK01,QMULS93,Gdg. Induk,45
JAVAK01,QMULS97,Gdg. Induk,199
JAVAK01,QMULS98,Gdg. Induk,105
STARM01,QMURY01,Gdg. Induk,40
AGRON01,QMUTU01,Gdg. Induk,459
AGRON01,QMUTU02,Gdg. Induk,0
SAFEE03,QNANO01,Gdg. Induk,23062
BAYER01,QNATI02,Gdg. Induk,2800
BAYER01,QNATI03,Gdg. Induk,0
MITRA01,QNEMA02,Gdg. Induk,2616
MITRA01,QNEMA03,Gdg. Induk,11
MITRA01,QNEOC01,Gdg. Induk,21543
MITRA01,QNEOC02,Gdg. Induk,6604
MITRA01,QNEOC03,Gdg. Induk,3521
SINAR13,QNEOF04,Gdg. Induk,36
UPLIN01,QNEOR01,Gdg. Induk,956
MAJUM01,QNEWF01,Gdg. Induk,550
MAJUM01,QNEWF02,Gdg. Induk,605
MAJUM01,QNEWF03,Gdg. Induk,577
IMTAS01,QNOSE01,Gdg. Induk,1355
IMTAS01,QNOSE02,Gdg. Induk,1831
IMTAS01,QNOSE03,Gdg. Induk,10
IMTAS01,QNOSE04,Gdg. Induk,10
IMTAS01,QNOSE05,Gdg. Induk,10
JAWAA01,QNOST01,Gdg. Induk,10
JAWAA01,QNOST02,Gdg. Induk,107
JAWAA01,QNOST04,Gdg. Induk,30
JAWAA01,QNOST05,Gdg. Induk,7
TANIN01,QNOXO10,Gdg. Induk,2540
STARM01,QNOZZ01,Gdg. Induk,1145
MULTI04,QNPKM08,Gdg. Induk,165
MULTI01,QNPKM11,Gdg. Induk,1600
MULTI04,QNPKM12,Gdg. Induk,219
MULTI04,QNPKM13,Gdg. Induk,76
SAPRO03,QNPKM14,Gdg. Induk,60
BEHNM01,QNPKN02,Gdg. Induk,346
BEHNM01,QNPKN07,Gdg. Induk,810
NUSAP01,QNPKS03,Gdg. Induk,82
NUSAP01,QNPKS04,Gdg. Induk,751
NUSAP01,QNPKS05,Gdg. Induk,26
NUSAP01,QNPKS06,Gdg. Induk,365
NUSAP01,QNPKS07,Gdg. Induk,71
NUSAP01,QNPKS08,Gdg. Induk,35
NUFAR01,QNUME01,Gdg. Induk,1044
PRIMA03,QOMNI01,Gdg. Induk,980
PRIMA03,QOMNI02,Gdg. Induk,490
PRIMA03,QOMNI03,Gdg. Induk,600
MAJUM01,QOPLO01,Gdg. Induk,1457
MAJUM01,QOPLO02,Gdg. Induk,1534
MAJUM01,QOPLO03,Gdg. Induk,1900
MAJUM01,QOPLO04,Gdg. Induk,382
ASIAN01,QORCA01,Gdg. Induk,2512
ASIAN01,QORCA02,Gdg. Induk,54
ASIAN01,QORCA03,Gdg. Induk,97
SYNGE01,QORON01,Gdg. Induk,6137
KALAT01,QOSMO03,Gdg. Induk,1400
KALAT01,QOSMO04,Gdg. Induk,1697
KALAT01,QOSMO05,Gdg. Induk,1448
KALAT01,QOSMO06,Gdg. Induk,522
BENIH01,QOYON01,Gdg. Induk,468
ARTHA01,QPACL01,Gdg. Induk,3100
BISII01,QPADI02,Gdg. Induk,76
SURYA01,QPADI09,Gdg. Induk,304
RESTU03,QPADI14,Gdg. Induk,2
RESTU03,QPADI17,Gdg. Induk,1158
SURYA01,QPADI22,Gdg. Induk,1060
RESTU03,QPADI23,Gdg. Induk,952
RESTU03,QPADI24,Gdg. Induk,1
RESTU03,QPADI39,Gdg. Induk,688
NUSA01,QPADI40,Gdg. Induk,180
BISII01,QPADI41,Gdg. Induk,616
BASFI01,QPAKE01,Gdg. Induk,6422
BASFI01,QPAKE02,Gdg. Induk,7667
TANIN01,QPAKE04,Gdg. Induk,695
LESTA01,QPAKE07,Gdg. Induk,4420
NUFAR01,QPAKE08,Gdg. Induk,3438
MAJUM01,QPAKE09,Gdg. Induk,9970
KENSO01,QPAKE10,Gdg. Induk,138
JAWAA01,QPAKE11,Gdg. Induk,573
KENSO01,QPAKE12,Gdg. Induk,1239
TANIN01,QPAKE13,Gdg. Induk,650
ASIAN01,QPANI01,Gdg. Induk,1223
TIGAM01,QPAPA01,Gdg. Induk,3896
TIGAM01,QPAPA02,Gdg. Induk,168
TIGAM01,QPAPA03,Gdg. Induk,62
ADILM01,QPARA02,Gdg. Induk,11484
ADILM01,QPARA06,Gdg. Induk,2657
ADILM01,QPARA08,Gdg. Induk,200
BENIH01,QPARE01,Gdg. Induk,1176
TUNAS05,QPASK01,Gdg. Induk,3051
TUNAS05,QPASK02,Gdg. Induk,967
TUNAS05,QPASK04,Gdg. Induk,327
TUNAS05,QPASK05,Gdg. Induk,159
TIGAM01,QPASS01,Gdg. Induk,4173
TIGAM01,QPASS02,Gdg. Induk,276
TIGAM01,QPASS03,Gdg. Induk,240
JAVAK01,QPAYU01,Gdg. Induk,33
SYNGE01,QPEGA01,Gdg. Induk,23101
IMTAS01,QPELA01,Gdg. Induk,9
SARAN04,QPELA02,Gdg. Induk,15
PRIMA03,QPENT01,Gdg. Induk,1934
PRIMA03,QPENT02,Gdg. Induk,6710
PRIMA03,QPENT03,Gdg. Induk,548
PRIMA03,QPENT04,Gdg. Induk,134
ZENIT01,QPERO01,Gdg. Induk,2928
ZENIT01,QPERO02,Gdg. Induk,1519
ZENIT01,QPERO03,Gdg. Induk,1100
PETRO01,QPETR01,Gdg. Induk,78440
PETRO01,QPETR02,Gdg. Induk,94211
DUPON01,QPEXA02,Gdg. Induk,422
CATUR01,QPHOS05,Gdg. Induk,680
CENTA01,QPILL01,Gdg. Induk,105
JAWAA01,QPINA04,Gdg. Induk,204
JAWAA01,QPINA10,Gdg. Induk,1440
JAWAA01,QPINA11,Gdg. Induk,1055
JAWAA01,QPINA12,Gdg. Induk,431
JAWAA01,QPINA13,Gdg. Induk,969
STARM01,QPIPA01,Gdg. Induk,33
STARM01,QPIPA02,Gdg. Induk,90
SARAN04,QPIPA03,Gdg. Induk,15
MITRA09,QPIRA01,Gdg. Induk,26467
MITRA09,QPIRA02,Gdg. Induk,58731
STARM01,QPITA01,Gdg. Induk,1165
TRIUS01,QPLAN05,Gdg. Induk,162
TRIUS01,QPLAN06,Gdg. Induk,373
TRIUS01,QPLAN08,Gdg. Induk,40
TRIUS01,QPLAN09,Gdg. Induk,117
SYNGE01,QPLEN01,Gdg. Induk,0
SYNGE01,QPLEN02,Gdg. Induk,2458
DALZO01,QPOIN01,Gdg. Induk,8020
MITRA09,QPOLO01,Gdg. Induk,38
JAVAK01,QPOLY21,Gdg. Induk,190
JAVAK01,QPOLY22,Gdg. Induk,42
JAVAK01,QPOLY24,Gdg. Induk,0
JAVAK01,QPOLY27,Gdg. Induk,0
JAVAK01,QPOLY30,Gdg. Induk,0
JAVAK01,QPOLY31,Gdg. Induk,249
JAVAK01,QPOLY32,Gdg. Induk,25
JAVAK01,QPOLY34,Gdg. Induk,1502
JAVAK01,QPOLY41,Gdg. Induk,403
JAVAK01,QPOLY43,Gdg. Induk,2700
AGROI01,QPOP01,Gdg. Induk,1031
AGROI01,QPOP02,Gdg. Induk,338
IMTAS01,QPOTT05,Gdg. Induk,50
IMTAS01,QPOTT07,Gdg. Induk,6210
,QPOTT09,Gdg. Induk,3300
IMTAS01,QPOTT10,Gdg. Induk,4190
BINAG01,QPOUN01,Gdg. Induk,408
DHARM03,QPOWE01,Gdg. Induk,620
ALFAB01,QPOWE03,Gdg. Induk,20
DUPON01,QPREV01,Gdg. Induk,3
BAYER01,QPREV03,Gdg. Induk,2443
BAYER01,QPREV04,Gdg. Induk,792
PRIMA03,QPRIM23,Gdg. Induk,584
PRIMA03,QPRIM24,Gdg. Induk,40
PRIMA03,QPRIM27,Gdg. Induk,180
PRIMA03,QPRIM28,Gdg. Induk,180
PRIMA03,QPRIM29,Gdg. Induk,970
PRIMA03,QPRIM30,Gdg. Induk,5840
PRIMA03,QPRIM31,Gdg. Induk,200
SINAR01,QPROF02,Gdg. Induk,544
SINAR01,QPROF03,Gdg. Induk,419
TIGAM01,QPROM10,Gdg. Induk,55
MULTI04,QPUPU04,Gdg. Induk,67
JAVAK01,QPUPU09,Gdg. Induk,671
JAVAK01,QPUPU10,Gdg. Induk,287
JAVAK01,QPUPU11,Gdg. Induk,37
MULTI04,QPUPU14,Gdg. Induk,24
SINER01,QPUSH01,Gdg. Induk,1326
BINAG01,QPYZE01,Gdg. Induk,96
JAWAA01,QQAIS02,Gdg. Induk,2420
JAWAA01,QQAIS03,Gdg. Induk,1000
MAJUM01,QQIUA01,Gdg. Induk,414
MAJUM01,QQIUA02,Gdg. Induk,69
MAJUM01,QQIUA03,Gdg. Induk,435
MAJUM01,QQIUA04,Gdg. Induk,500
DELIS01,QQIUD01,Gdg. Induk,4064
DELIS01,QQIUD02,Gdg. Induk,500
SARIK02,QQIUM03,Gdg. Induk,57
SARIK02,QQIUM06,Gdg. Induk,2100
SARIK02,QQIUM07,Gdg. Induk,755
SARIK02,QQIUM08,Gdg. Induk,1300
ALPHA01,QQIUM09,Gdg. Induk,924
ALPHA01,QQIUM10,Gdg. Induk,1221
DELIS01,QQIUN01,Gdg. Induk,3373
,QQIUO01,Gdg. Induk,504
ARTHA01,QQIUS01,Gdg. Induk,1799
ARTHA01,QQIUS02,Gdg. Induk,2026
DELIS01,QQIUT02,Gdg. Induk,11
SAPRO01,QQIUV02,Gdg. Induk,2748
SAPRO01,QQIUV03,Gdg. Induk,100
SAPRO01,QQIUV04,Gdg. Induk,1940
SAPRO01,QQIUV05,Gdg. Induk,100
SAPRO01,QQIUV06,Gdg. Induk,715
WAHAN01,QQIUV07,Gdg. Induk,225
WAHAN01,QQIUV08,Gdg. Induk,27
WAHAN01,QQIUV09,Gdg. Induk,341
WAHAN01,QQIUV10,Gdg. Induk,675
,QQIUV11,Gdg. Induk,1398
AGRIC01,QRATG01,Gdg. Induk,676
CATUR01,QRATO01,Gdg. Induk,17025
SINAR01,QREAC01,Gdg. Induk,0
SINAR01,QREAC02,Gdg. Induk,9
BASFI01,QREGE02,Gdg. Induk,8
BASFI01,QREGE03,Gdg. Induk,35
BASFI01,QREGE09,Gdg. Induk,0
SYNGE01,QREVU02,Gdg. Induk,0
BAYER01,QRICE03,Gdg. Induk,9275
BAYER01,QRICE04,Gdg. Induk,3651
SYNGE01,QRIDO02,Gdg. Induk,20
SYNGE01,QRIDO03,Gdg. Induk,11855
SYNGE01,QRIDO04,Gdg. Induk,3293
SYNGE01,QRIDO05,Gdg. Induk,5767
IMTAS01,QRING01,Gdg. Induk,40
AGRON01,QRIOM01,Gdg. Induk,1480
AGRON01,QRIOM02,Gdg. Induk,415
AGRON01,QROBU01,Gdg. Induk,3068
AGRON01,QROBU02,Gdg. Induk,3059
TANIN01,QROGE02,Gdg. Induk,4040
TANIN01,QROGE03,Gdg. Induk,100
MITRA01,QROTR01,Gdg. Induk,4631
MITRA01,QROTR02,Gdg. Induk,3234
NUFAR01,QROUN01,Gdg. Induk,0
NUFAR01,QROUN02,Gdg. Induk,214
NUFAR01,QROUN03,Gdg. Induk,2
NUFAR01,QROUN04,Gdg. Induk,13201
BERB01,QROUP01,Gdg. Induk,1340
AGRON01,QROZA01,Gdg. Induk,1274
AGRON01,QROZA02,Gdg. Induk,865
AGRON01,QROZA03,Gdg. Induk,408
BAYER01,QRUMP01,Gdg. Induk,11307
BAYER01,QRUMP02,Gdg. Induk,1379
CATUR01,QSAAF01,Gdg. Induk,878
SATYA01,QSAGR02,Gdg. Induk,862
SATYA01,QSAGR03,Gdg. Induk,130
SATYA01,QSAGR04,Gdg. Induk,551
SATYA01,QSAGR05,Gdg. Induk,3627
SATYA01,QSAGR06,Gdg. Induk,1175
SATYA01,QSAGR07,Gdg. Induk,2208
SATYA01,QSAGR08,Gdg. Induk,862
TANIN01,QSAMI01,Gdg. Induk,300
TANIN01,QSAMI02,Gdg. Induk,250
SAPRO01,QSAPR01,Gdg. Induk,406
MULTI01,QSARO02,Gdg. Induk,1580
JAVAK01,QSARU01,Gdg. Induk,36
