kd_suplier,kd_barang,gudang,qty
TRIUS01,QPLAN18,Global,0
TRIUS01,QPLAN07,Global,0
TRIUS01,QPLAN08,Global,40
TRIUS01,QPLAN19,Global,0
TRIUS01,QPLAN09,Global,117
TRIUS01,QPLAN10,Global,0
TRIUS01,QPLAN20,Global,0
TRIUS01,QPLAN11,Global,0
TRIUS01,QPLAN21,Global,0
TRIUS01,QPLAN12,Global,0
TRIUS01,QPLAN05,Global,162
TRIUS01,QPLAN13,Global,0
TRIUS01,APLAN07,Global,0
TRIUS01,QPLAN22,Global,0
TRIUS01,QPLAN14,Global,0
TRIUS01,QPLAN15,Global,0
TRIUS01,QPLAN06,Global,373
TRIUS01,QPLAN16,Global,0
TRIUS01,QPLAN24,Global,0
TRIUS01,QPLAN23,Global,0
TRIUS01,QPLAN17,Global,0
SAFEC01,APLAN02,Global,0
SAFEC01,QPLAN01,Global,0
SAFEC01,QPLAN04,Global,0
SAFEC01,APLAN03,Global,0
SAFEC01,QPLAN02,Global,0
MESTI01,APLAS01,Global,0
MESTI01,QPLAS01,Global,0
JAVAK01,QPLAS04,Global,0
JAVAK01,QPLAS03,Global,0
JAVAK01,QPLAS02,Global,0
AGROM01,APLAT02,Global,0
BIOTI01,APLAT01,Global,0
NONAM01,APLED01,Global,0
NONAM01,APLED02,Global,0
SYNGE01,APLEN01,Global,0
SYNGE01,QPLEN02,Global,20458
SYNGE01,APLEN02,Global,1
SYNGE01,QPLEN01,Global,0
ROYAL01,QPLET02,Global,0
ROYAL01,QPLET01,Global,0
AGROD01,QPLUS01,Global,0
SARIK01,APLUT01,Global,0
SARIK01,APLUT02,Global,0
NONAM01,APOIN02,Global,0
DALZO01,APOIN01,Global,0
DALZO01,QPOIN01,Global,7980
DALZO01,QPOIN03,Global,0
DALZO01,QPOIN02,Global,0
FORUM01,APOLA01,Global,0
MITRA09,QPOLO01,Global,38
SURYA03,QPOLY49,Global,0
SURYA03,CPOLY17,Global,0
SURYA03,QPOLY13,Global,0
SURYA03,APOLY21,Global,0
SURYA03,CPOLY03,Global,0
SURYA03,APOLY19,Global,0
SURYA03,QPOLY12,Global,0
SURYA03,CPOLY11,Global,0
APPOL01,APOLY04,Global,0
SURYA03,QPOLY19,Global,0
SURYA03,CPOLY05,Global,0
SURYA03,CPOLY13,Global,0
SURYA03,APOLY14,Global,0
SURYA03,QPOLY06,Global,0
SURYA03,APOLY15,Global,0
SURYA03,QPOLY15,Global,0
SURYA03,CPOLY06,Global,0
SURYA03,QPOLY14,Global,0
SURYA03,APOLY20,Global,0
SURYA03,CPOLY07,Global,0
SURYA03,APOLY16,Global,0
SURYA03,CPOLY14,Global,0
SURYA03,QPOLY16,Global,0
SURYA03,APOLY12,Global,0
APPOL01,APOLY03,Global,0
APPOL01,APOLY01,Global,0
APPOL01,APOLY06,Global,0
SURYA03,APOLY22,Global,0
SURYA03,QPOLY17,Global,0
SURYA03,CPOLY16,Global,0
SURYA03,CPOLY15,Global,0
SURYA03,APOLY17,Global,0
SURYA03,QPOLY07,Global,0
SURYA03,CPOLY08,Global,0
SURYA03,APOLY18,Global,0
SURYA03,QPOLY11,Global,0
SURYA03,CPOLY09,Global,0
SURYA03,APOLY24,Global,0
SURYA03,QPOLY10,Global,0
SURYA03,CPOLY10,Global,0
APPOL01,APOLY05,Global,0
APPOL01,APOLY02,Global,0
SURYA03,APOLY07,Global,0
SURYA03,QPOLY05,Global,0
SURYA03,CPOLY01,Global,0
SURYA03,APOLY08,Global,0
SURYA03,QPOLY04,Global,0
SURYA03,CPOLY02,Global,0
SURYA03,APOLY09,Global,0
SURYA03,QPOLY08,Global,0
SURYA03,CPOLY04,Global,0
SURYA03,QPOLY09,Global,0
SURYA03,APOLY13,Global,0
SURYA03,CPOLY12,Global,0
SURYA03,QPOLY18,Global,0
SURYA03,APOLY10,Global,0
SURYA03,APOLY11,Global,0
JAVAK01,QPOLY32,Global,25
JAVAK01,QPOLY21,Global,190
JAVAK01,APOLY26,Global,16
JAVAK01,QPOLY41,Global,403
JAVAK01,QPOLY22,Global,42
JAVAK01,QPOLY31,Global,249
JAVAK01,QPOLY46,Global,0
JAVAK01,APOLY27,Global,0
JAVAK01,QPOLY40,Global,0
JAVAK01,QPOLY30,Global,0
JAVAK01,QPOLY29,Global,0
JAVAK01,QPOLY38,Global,0
JAVAK01,QPOLY28,Global,0
JAVAK01,APOLY30,Global,0
JAVAK01,QPOLY27,Global,0
JAVAK01,QPOLY26,Global,0
JAVAK01,QPOLY43,Global,2700
JAVAK01,QPOLY25,Global,0
JAVAK01,QPOLY24,Global,0
JAVAK01,QPOLY36,Global,0
JAVAK01,QPOLY35,Global,0
JAVAK01,QPOLY23,Global,0
JAVAK01,QPOLY47,Global,0
JAVAK01,QPOLY48,Global,0
JAVAK01,QPOLY34,Global,1477
JAVAK01,QPOLY33,Global,0
JAVAK01,APOLY29,Global,0
JAVAK01,QPOLY45,Global,0
JAVAK01,APOLY28,Global,0
JAVAK01,QPOLY44,Global,0
JAVAK01,QPOLY20,Global,0
JAVAK01,APOLY25,Global,0
JAVAK01,QPOLY42,Global,0
SYNER01,APOLY31,Global,2
SYNER01,APOLY32,Global,2
SYNER01,APOLY33,Global,2
SYNER01,APOLY34,Global,1
SYNER01,APOLY35,Global,1
SYNER01,APOLY36,Global,1
SYNER01,APOLY37,Global,1
SYNER01,APOLY38,Global,1
SYNER01,APOLY39,Global,1
BASFI01,APOLY23,Global,0
BASFI01,QPOLY01,Global,0
BASFI01,QPOLY02,Global,0
BASFI01,QPOLY03,Global,0
ALISH01,APOMP01,Global,0
NONAM01,APOMP02,Global,4
AGROI01,APOP01,Global,0
AGROI01,QPOP02,Global,338
AGROI01,APOP02,Global,0
AGROI01,QPOP01,Global,1031
ARENA01,APORT01,Global,0
ARENA01,APORT02,Global,0
AGROG01,APORY01,Global,0
AGROG01,QPORY01,Global,0
AGROG01,APORY02,Global,0
AGROG01,QPORY02,Global,0
MAJUM01,QPORY05,Global,0
AGROG01,APORY03,Global,0
AGROG01,QPORY03,Global,0
MAJUM01,QPORY04,Global,0
SAPRO01,APOSB01,Global,0
DELTR01,APOSP01,Global,0
NONAM01,ZZPOS01,Global,0
NONAM01,ZZPOS05,Global,0
NONAM01,ZZPOS06,Global,0
NONAM01,ZZPOS04,Global,0
NONAM01,ZZPOS07,Global,0
NONAM01,ZZPOS02,Global,965
NONAM01,ZZPOS03,Global,0
SURYA03,QPOTT01,Global,0
SURYA03,QPOTT03,Global,0
NONAM01,APOTT01,Global,0
STARM01,APOTT09,Global,1
NONAM01,APOTT02,Global,0
STARM01,APOTT10,Global,1
SURYA03,QPOTT02,Global,0
NONAM01,APOTT03,Global,0
STARM01,APOTT11,Global,1
STARM01,APOTT07,Global,1
NONAM01,APOTT04,Global,0
NONAM01,APOTT05,Global,0
STARM01,APOTT06,Global,1
STARM01,APOTT08,Global,1
STARM01,APOTT12,Global,1
IMTAS01,CPOTT01,Global,0
IMTAS01,QPOTT05,Global,50
IMTAS01,CPOTT02,Global,0
IMTAS01,QPOTT07,Global,6210
IMTAS01,CPOTT04,Global,0
NONAM01,QPOTT09,Global,3300
IMTAS01,QPOTT10,Global,4190
IMTAS01,QPOTT06,Global,0
IMTAS01,CPOTT03,Global,0
IMTAS01,QPOTT04,Global,0
IMTAS01,QPOTT08,Global,0
BINAG01,APOUN01,Global,0
BINAG01,QPOUN02,Global,0
BINAG01,QPOUN01,Global,408
ALFAB01,QPOWE03,Global,20
DHARM03,QPOWE02,Global,0
WIDJA01,APOWE02,Global,15
SARIK01,APOWE01,Global,0
DHARM03,QPOWE01,Global,620
SURYA02,APREV01,Global,0
SURYA02,APREV05,Global,0
DUPON01,QPREV01,Global,3
DUPON01,APREV02,Global,0
DUPON01,QPREV02,Global,0
DUPON01,APREV03,Global,0
SUBUR04,QPREV05,Global,0
BAYER01,APREV04,Global,0
BAYER01,QPREV03,Global,2443
BAYER01,APREV06,Global,0
BAYER01,QPREV04,Global,792
DUPON01,QPREZ01,Global,0
DUPON01,APREZ01,Global,0
DUPON01,QPREZ02,Global,0
DUPON01,APREZ02,Global,0
PRIMA03,QPRIM22,Global,0
PRIMA03,QPRIM10,Global,0
PRIMA03,APRIM04,Global,0
PRIMA03,QPRIM14,Global,0
PRIMA03,APRIM06,Global,0
PRIMA03,APRIM07,Global,0
PRIMA03,QPRIM13,Global,0
PRIMA03,QPRIM12,Global,0
PRIMA03,APRIM08,Global,0
PRIMA03,QPRIM11,Global,0
PRIMA03,APRIM05,Global,0
PRIMA03,QPRIM24,Global,40
PRIMA03,QPRIM26,Global,0
PRIMA03,QPRIM23,Global,584
PRIMA03,QPRIM25,Global,0
PRIMA03,QPRIM09,Global,0
PRIMA03,QPRIM08,Global,0
PRIMA03,QPRIM30,Global,5840
PRIMA03,QPRIM31,Global,200
PRIMA03,QPRIM29,Global,970
PRIMA03,QPRIM19,Global,0
PRIMA03,QPRIM21,Global,0
PRIMA03,QPRIM20,Global,0
PRIMA03,QPRIM05,Global,0
PRIMA03,QPRIM07,Global,0
PRIMA03,QPRIM06,Global,0
PRIMA03,QPRIM28,Global,210
PRIMA03,QPRIM27,Global,200
CENTA01,CPRIM01,Global,0
CENTA01,CPRIM02,Global,0
CENTA01,CPRIM03,Global,0
PRIMA03,QPRIM03,Global,0
PRIMA03,APRIM01,Global,0
PRIMA03,QPRIM01,Global,0
PRIMA03,QPRIM04,Global,0
WAHAN02,APRIM03,Global,0
AGROT01,QPRIM16,Global,0
AGROT01,QPRIM15,Global,0
AGROT01,QPRIM18,Global,0
AGROT01,QPRIM17,Global,0
ROTAM01,QPRIM02,Global,0
ROTAM01,APRIM02,Global,0
DOWAG01,APROA01,Global,0
DOWAG01,QPROA01,Global,0
DOWAG01,APROA02,Global,0
SYNGE01,APROC01,Global,0
SYNGE01,QPROC01,Global,0
SINAR01,QPROF03,Global,419
SINAR01,APROF01,Global,0
SINAR01,QPROF04,Global,0
SINAR01,QPROF02,Global,544
SINAR01,APROF02,Global,0
SINAR01,QPROF01,Global,0
BINAG01,APROG01,Global,0
BINAG01,QPROG01,Global,0
NONAM01,ZZPROL01,Global,0
TANIN01,APROM01,Global,0
TANIN01,QPROM01,Global,0
TANIN01,QPROM02,Global,0
TANIN01,QPROM11,Global,0
NONAM01,ZZPROM01,Global,0
TIGAM01,QPROM10,Global,55
TIGAM01,APROM03,Global,159
TIGAM01,APROM02,Global,108
TIGAM01,QPROM09,Global,0
TIGAM01,QPROM05,Global,0
TIGAM01,QPROM15,Global,0
TIGAM01,QPROM06,Global,0
TIGAM01,QPROM08,Global,0
TIGAM01,QPROM14,Global,0
MAHAK01,QPROM04,Global,0
MAHAK01,QPROM18,Global,0
MAHAK01,QPROM07,Global,0
TIGAM01,QPROM16,Global,0
MAHAK01,QPROM03,Global,0
TIGAM01,QPROM17,Global,0
TIGAM01,QPROM13,Global,0
TIGAM01,QPROM12,Global,0
NONAM01,APROS01,Global,0
TANIN01,APROT01,Global,0
TANIN01,QPROT01,Global,0
TANIN01,QPROT03,Global,0
TANIN01,QPROT02,Global,0
MULTI01,CPROT02,Global,0
MULTI01,CPROT01,Global,0
AGROT01,QPROT04,Global,0
AGROT01,APROT02,Global,0
AGROT01,QPROT05,Global,0
AGROT01,QPROT06,Global,0
AGROI01,APROX01,Global,0
CATUR01,APULS01,Global,0
WIDJA01,APUMP01,Global,10
JAVAK01,APUPU07,Global,0
KERTO01,APUPU04,Global,0
KERTO01,QPUPU02,Global,0
KERTO01,QPUPU03,Global,0
KERTO01,QPUPU12,Global,0
LTS 01,APUPU14,Global,3
LTS 01,APUPU15,Global,1
SUMBE15,APUPU02,Global,0
KERTO01,QPUPU07,Global,0
KERTO01,CPUPU01,Global,0
MULTI04,APUPU08,Global,0
MULTI04,QPUPU04,Global,7
MULTI04,APUPU05,Global,0
MULTI04,QPUPU14,Global,24
MULTI04,APUPU13,Global,0
SANIT01,APUPU01,Global,0
SANIT01,QPUPU01,Global,0
SANIT01,APUPU03,Global,0
MULTI04,APUPU10,Global,0
MULTI04,QPUPU13,Global,0
SENTA01,QPUPU08,Global,0
TANIM27,APUPU06,Global,0
JAVAK01,APUPU09,Global,0
JAVAK01,APUPU12,Global,0
JAVAK01,QPUPU09,Global,671
JAVAK01,QPUPU11,Global,37
JAVAK01,QPUPU10,Global,287
JAVAK01,APUPU11,Global,0
MULTI05,QPUPU06,Global,0
WONDER01,QPUPU05,Global,0
NONAM01,ZZPURE01,Global,0
SINER01,APUSH01,Global,0
SINER01,APUSH02,Global,0
SINER01,QPUSH01,Global,1365
RABAN01,QPYPE02,Global,0
RABAN01,APYPE01,Global,0
RABAN01,QPYPE01,Global,0
BINAG01,APYZE01,Global,0
BINAG01,QPYZE01,Global,96
BINAG01,QPYZE02,Global,0
JAWAA01,QQAIS02,Global,2420
JAWAA01,AQAIS02,Global,0
JAWAA01,QQAIS03,Global,1000
ARTHA01,AQAIS01,Global,0
ARTHA01,QQAIS01,Global,0
SUMBE15,AQIUB01,Global,0
SUMBE15,AQIUC01,Global,0
MAJUM01,QQIUA04,Global,500
MAJUM01,AQIUA05,Global,5
MAJUM01,AQIUA02,Global,5
MAJUM01,AQIUA03,Global,5
MAJUM01,QQIUA03,Global,435
MAJUM01,QQIUA01,Global,414
MAJUM01,AQIUA01,Global,0
MAJUM01,QQIUA02,Global,69
MAJUM01,AQIUA04,Global,5
DELIS01,AQIUD01,Global,0
DELIS01,QQIUD01,Global,4064
DELIS01,QQIUD02,Global,500
SARIK02,AQIUM08,Global,0
SARIK02,QQIUM07,Global,745
SARIK02,AQIUM07,Global,0
SARIK02,QQIUM08,Global,1300
SARIK02,QQIUM01,Global,0
SARIK02,AQIUM01,Global,0
SARIK02,AQIUM05,Global,0
SARIK02,QQIUM02,Global,0
SARIK02,AQIUM04,Global,1
SARIK02,QQIUM03,Global,57
SARIK02,AQIUM10,Global,0
SARIK02,AQIUM09,Global,0
SARIK02,AQIUM02,Global,0
SARIK02,QQIUM04,Global,0
SARIK02,AQIUM06,Global,0
SARIK02,QQIUM06,Global,2020
SARIK02,QQIUM05,Global,0
SARIK02,AQIUM03,Global,0
ALPHA01,QQIUM09,Global,924
ALPHA01,AQIUM11,Global,0
ALPHA01,QQIUM10,Global,1221
DELIS01,AQIUN01,Global,0
DELIS01,QQIUN01,Global,3373
DELIS01,AQIUN02,Global,0
NONAM01,QQIUO01,Global,504
WAHAN01,AQIUO01,Global,55
ARTHA01,AQIUS02,Global,0
ARTHA01,QQIUS02,Global,2026
ARTHA01,AQIUS01,Global,274
ARTHA01,QQIUS01,Global,1799
DELIS01,AQIUT01,Global,0
DELIS01,QQIUT01,Global,0
DELIS01,AQIUT02,Global,0
DELIS01,QQIUT02,Global,11
ARYST01,AQIUV01,Global,0
ARYST01,AQIUV02,Global,0
SAPRO01,AQIUV03,Global,0
NONAM01,QQIUV11,Global,1398
SAPRO01,AQIUV04,Global,0
SAPRO01,QQIUV01,Global,5
SAPRO01,AQIUV05,Global,10
SAPRO01,QQIUV02,Global,2643
MANUN03,AQIUV11,Global,0
WAHAN01,QQIUV10,Global,675
WAHAN01,AQIUV14,Global,519
WAHAN01,QQIUV07,Global,225
WAHAN01,AQIUV15,Global,0
WAHAN01,QQIUV08,Global,27
WAHAN01,QQIUV09,Global,341
SAPRO01,QQIUV03,Global,2247
SAPRO01,AQIUV06,Global,0
SAPRO01,QQIUV04,Global,1910
SAPRO01,AQIUV07,Global,4
SAPRO01,AQIUV12,Global,0
SAPRO01,QQIUV05,Global,2846
SAPRO01,AQIUV09,Global,0
SAPRO01,AQIUV08,Global,0
SAPRO01,QQIUV06,Global,706
KARIS04,AQIUV13,Global,0
MANUN03,AQIUV10,Global,0
BERB01,CQUAT02,Global,0
BERB01,CQUAT01,Global,0
BERB01,CQUAT04,Global,0
BERB01,CQUAT03,Global,0
SAPRO01,QQUAT02,Global,0
SAPRO01,QQUAT01,Global,0
SAPRO01,QQUAT03,Global,0
SYNGE01,QQUIL02,Global,0
SYNGE01,QQUIL01,Global,0
MAJUM01,ARG0102,Global,0
MAJUM01,ARG0101,Global,0
MAJUM01,QRG0101,Global,0
JOHNN01,ARG0201,Global,0
AGROG01,ARG0202,Global,0
AGROG01,QRG0202,Global,0
MAJUM01,QRG0201,Global,0
MAJUM01,QRG0301,Global,0
MAJUM01,ARG0301,Global,0
MAJUM01,QRG0502,Global,0
MAJUM01,ARG0502,Global,0
MAJUM01,ARG0501,Global,0
MAJUM01,QRG0501,Global,0
AGROG01,ARG0601,Global,0
CATUR01,QRIP201,Global,0
BAYER01,ARACU01,Global,0
BAYER01,QRACU01,Global,0
JAVAM01,ARADI01,Global,0
JAVAM01,QRADI01,Global,0
BAYER01,QRAFT01,Global,0
MUKTI01,ARAJA06,Global,0
MUKTI01,ARAJA05,Global,0
MUKTI01,QRAJA07,Global,0
MUKTI01,QRAJA08,Global,0
MUKTI01,ARAJA08,Global,4
MUKTI01,QRAJA06,Global,0
MUKTI01,ARAJA07,Global,2
MUKTI01,QRAJA05,Global,0
EXCEL01,QRAJA04,Global,0
EXCEL01,ARAJA01,Global,0
EXCEL01,CRAJA02,Global,0
EXCEL01,ARAJA02,Global,0
EXCEL01,QRAJA01,Global,0
EXCEL01,CRAJA01,Global,0
EXCEL01,QRAJA03,Global,0
EXCEL01,ARAJA03,Global,0
EXCEL01,ARAJA04,Global,0
EXCEL01,QRAJA02,Global,0
NONAM01,ZZRAKM01,Global,0
BINAG01,QRAKS01,Global,0
TANIN01,QRAMB05,Global,0
TANIN01,QRAMB01,Global,0
TANIN01,CRAMB01,Global,0
TANIN01,QRAMB03,Global,0
TANIN01,QRAMB04,Global,0
TANIN01,CRAMB03,Global,0
TANIN01,ARAMB01,Global,0
TANIN01,QRAMB02,Global,0
TANIN01,CRAMB02,Global,0
SAPRO01,QRAMO02,Global,0
SAPRO01,QRAMO01,Global,0
SAPRO01,ARAMO02,Global,0
SAPRO01,QRAMO03,Global,0
SAPRO01,ARAMO01,Global,0
BASFI01,ARAMP01,Global,0
TANIN01,QRANG02,Global,0
TANIN01,QRANG01,Global,0
TANIN01,QRANG03,Global,0
EXCEL01,QRATC03,Global,0
EXCEL01,ARATC01,Global,0
EXCEL01,QRATC01,Global,0
EXCEL01,ARATC02,Global,0
EXCEL01,QRATC02,Global,0
ARTHA01,ARATC03,Global,8
AGRIC01,ARATG01,Global,0
AGRIC01,QRATG01,Global,521
CATUR01,QRATO02,Global,0
CATUR01,ARATO01,Global,0
CATUR01,QRATO01,Global,15967
SINAR01,QREAC02,Global,1029
SINAR01,AREAC01,Global,0
SINAR01,AREAC03,Global,0
SINAR01,QREAC03,Global,0
SINAR01,QREAC01,Global,1
SINAR01,AREAC02,Global,0
SINAR01,QREAC04,Global,0
SINAR01,QREAC05,Global,0
SINAR01,AREAC04,Global,0
SINAR01,QREAC06,Global,148
TANIN01,QRECO01,Global,0
TANIN01,QRECO04,Global,0
TANIN01,QRECO03,Global,0
TANIN01,QRECO02,Global,0
TANIN01,QRECO05,Global,0
SARAN08,QREDZ01,Global,0
SARAN08,QREDZ03,Global,0
SARAN08,QREDZ02,Global,0
BASFI01,QREGE01,Global,0
BASFI01,AREGE01,Global,0
BASFI01,AREGE04,Global,0
BASFI01,QREGE04,Global,0
BASFI01,AREGE02,Global,0
BASFI01,QREGE07,Global,0
BASFI01,AREGE03,Global,0
BASFI01,QREGE05,Global,0
BASFI01,AREGE05,Global,0
BASFI01,QREGE08,Global,0
BASFI01,QREGE09,Global,0
BASFI01,AREGE07,Global,0
BASFI01,QREGE02,Global,8
BASFI01,QREGE03,Global,35
BASFI01,AREGE08,Global,0
BASFI01,AREGE06,Global,0
BASFI01,QREGE06,Global,0
STARM01,AREGU01,Global,0
STARM01,AREGU02,Global,0
ROYAL01,QREMA01,Global,0
ROYAL01,AREMA02,Global,0
ROYAL01,QREMA03,Global,0
ROYAL01,AREMA03,Global,0
ROYAL01,AREMA01,Global,0
ROYAL01,QREMA02,Global,0
BIOTI01,AREME01,Global,0
ROYAL01,QREVI01,Global,0
ROYAL01,AREVI02,Global,0
ROYAL01,AREVI01,Global,0
ROYAL01,QREVU04,Global,0
ROYAL01,AREVU03,Global,0
ROYAL01,QREVU03,Global,0
SYNGE01,AREVU01,Global,0
SYNGE01,QREVU01,Global,0
SYNGE01,AREVU02,Global,0
SYNGE01,QREVU02,Global,0
NUSAM01,QREXD04,Global,0
NUSAM01,AREXD01,Global,0
NUSAM01,QREXD01,Global,0
NUSAM01,QREXD03,Global,0
NUSAM01,AREXD02,Global,0
NUSAM01,QREXD02,Global,0
NUSAM01,CREXM01,Global,0
NUSAM01,CREXM02,Global,0
NUSAM01,QREXR01,Global,0
NUSAM01,CREXR01,Global,0
NUSAM01,QREXR02,Global,0
NUSAM01,QREXX01,Global,0
NUSAM01,QREXX03,Global,0
NUSAM01,QREXX02,Global,0
GREEN02,ARHIZ01,Global,0
GREEN02,QRHIZ01,Global,0
NONAM01,ZZRICE02,Global,0
NONAM01,ZZRICE01,Global,0
CATUR01,ARICE05,Global,0
BAYER01,ARICE01,Global,0
BAYER01,QRICE01,Global,0
BAYER01,QRICE02,Global,0
BAYER01,ARICE04,Global,0
BAYER01,QRICE03,Global,9275
BAYER01,ARICE02,Global,0
BAYER01,ARICE03,Global,0
BAYER01,QRICE04,Global,3651
ASIAN01,ARIDA01,Global,0
SYNGE01,QRIDO01,Global,0
SYNGE01,QRIDO02,Global,20
SYNGE01,ARIDO04,Global,0
SYNGE01,ARIDO03,Global,0
SYNGE01,QRIDO03,Global,11855
SYNGE01,QRIDO04,Global,3293
SYNGE01,ARIDO01,Global,0
SYNGE01,ARIDO02,Global,0
SYNGE01,QRIDO05,Global,5767
ROYAL01,ARIMO01,Global,0
ROYAL01,QRIMO01,Global,0
ROYAL01,QRIMO02,Global,0
ROYAL01,ARIMO02,Global,0
IMTAS01,QRING01,Global,40
NONAM01,ARING01,Global,6422
STARM01,ARING02,Global,90
STARM01,ARING03,Global,95
AGRON01,QRIOM01,Global,1480
AGRON01,QRIOM02,Global,415
PERDA01,ARIVA01,Global,0
INTER01,QRIZE01,Global,0
UNIAG01,ARIZO01,Global,0
UNIAG01,QRIZO01,Global,0
UNIAG01,ARIZO02,Global,0
UNIAG01,ARIZO03,Global,0
UNIAG01,QRIZO02,Global,0
UNIAG01,QRIZO04,Global,0
UNIAG01,ARIZO05,Global,0
UNIAG01,ARIZO04,Global,0
UNIAG01,QRIZO03,Global,0
AGRON01,QROBU03,Global,0
AGRON01,AROBU01,Global,0
AGRON01,QROBU02,Global,3059
AGRON01,QROBU01,Global,3068
SENTA01,QROCK01,Global,0
NATHA01,QROCK02,Global,0
NATHA01,QROCK03,Global,0
TANIN01,QROGE02,Global,4040
TANIN01,AROGE02,Global,0
TANIN01,AROGE03,Global,0
TANIN01,QROGE01,Global,0
TANIN01,QROGE04,Global,0
TANIN01,AROGE01,Global,0
TANIN01,QROGE03,Global,100
ROLIM01,AROLI01,Global,0
ROLIM01,QROLI01,Global,0
ROLIM01,CROLI01,Global,0
ROLIM01,QROLI02,Global,0
ROLIM01,QROLL01,Global,0
ROLIM01,CROLL01,Global,0
ROLIM01,QROLL02,Global,0
ROLIM01,CROLL02,Global,0
DALZO01,QRONN01,Global,0
DALZO01,QRONN03,Global,0
DALZO01,QRONN02,Global,0
RABAN01,ARONS01,Global,0
SURYA02,QROTO01,Global,0
SURYA02,AROTO01,Global,0
SURYA02,QROTO02,Global,0
MITRA01,AROTR02,Global,0
MITRA01,QROTR01,Global,4591
MITRA01,AROTR01,Global,0
MITRA01,QROTR02,Global,3234
NUFAR01,AROUN01,Global,0
NUFAR01,QROUN01,Global,2040
NUFAR01,QROUN07,Global,0
NUFAR01,AROUN02,Global,0
NUFAR01,QROUN02,Global,209
NUFAR01,AROUN03,Global,0
NUFAR01,QROUN03,Global,2
NUFAR01,QROUN09,Global,0
NUFAR01,AROUN04,Global,0
NUFAR01,QROUN04,Global,10701
NUFAR01,QROUN08,Global,0
NUFAR01,QROUN05,Global,0
NUFAR01,AROUN05,Global,0
NUFAR01,QROUN06,Global,0
BERB01,QROUP01,Global,1340
TANIN01,QROVE01,Global,0
BINAG01,QROVR01,Global,0
BINAG01,AROVR01,Global,0
AGRON01,QROZA01,Global,1274
AGRON01,QROZA03,Global,408
AGRON01,QROZA02,Global,865
SARIK02,QRUMA01,Global,0
BAYER01,QRUMP01,Global,11307
BAYER01,QRUMP02,Global,1379
BAYER01,ARUMP01,Global,0
DOWAG01,ARUNN01,Global,0
DOWAG01,ARUNN02,Global,0
MAJUM01,ASG0102,Global,0
MAJUM01,QSG0101,Global,833
MAJUM01,ASG0201,Global,0
MAJUM01,ASG0202,Global,0
MAJUM01,ASG0301,Global,0
MAJUM01,QSG0502,Global,2290
MAJUM01,ASG0502,Global,0
MAJUM01,ASG0501,Global,0
MAJUM01,QSG0501,Global,344
MAJUM01,ASG0601,Global,0
CATUR01,QSAAF03,Global,0
CATUR01,ASAAF03,Global,0
CATUR01,QSAAF01,Global,878
CATUR01,ASAAF01,Global,0
CATUR01,ASAAF02,Global,0
CATUR01,QSAAF02,Global,0
NUFAR01,ASABE01,Global,0
NONAM01,ZZSABU01,Global,0
NONAM01,ZZSABU02,Global,555
SATYA01,QSAGR01,Global,0
NONAM01,ASAGR07,Global,0
SATYA01,QSAGR05,Global,3627
SATYA01,QSAGR06,Global,1175
SATYA01,ASAGR05,Global,0
SATYA01,QSAGR07,Global,2208
SATYA01,QSAGR08,Global,862
SATYA01,ASAGR01,Global,0
SATYA01,QSAGR02,Global,927
SATYA01,ASAGR06,Global,32
SATYA01,QSAGR03,Global,130
SATYA01,ASAGR04,Global,5
SATYA01,QSAGR04,Global,591
NONAM01,ZZSAJA01,Global,0
NONAM01,ZZSAJA02,Global,0
DALZO01,QSALS03,Global,0
DALZO01,QSALS02,Global,0
DALZO01,QSALS01,Global,0
MITRA01,ASALV01,Global,0
MITRA01,ASALV02,Global,0
CATUR01,ASAMA01,Global,0
TANIN01,QSAMI02,Global,250
TANIN01,QSAMI01,Global,300
NONAM01,ASAMP10,Global,0
NUNTU01,ASAMP01,Global,0
NUNTU01,ASAMP02,Global,0
NUNTU01,ASAMP03,Global,0
NUNTU01,ASAMP04,Global,0
NONAM01,ZZSAMS02,Global,0
NONAM01,ZZSAMS01,Global,0
NONAM01,ZZSAMS03,Global,0
NONAM01,ZZSAMS04,Global,0
SINAR01,QSANG04,Global,0
MAJUM01,QSANG01,Global,0
MAJUM01,QSANG03,Global,0
MAJUM01,QSANG02,Global,0
SANTA02,ASANT05,Global,0
SANTA02,ASANT04,Global,0
SANTA02,ASANT02,Global,0
SANTA02,ASANT03,Global,0
SANTA01,ASANT01,Global,0
MENTA01,QSANV01,Global,0
MENTA01,QSANV02,Global,0
MENTA01,ASANV01,Global,0
MENTA01,QSANV03,Global,0
SAPRO01,ASAPR01,Global,0
SAPRO01,QSAPR01,Global,406
STARM01,ASARI01,Global,100
STARM01,ASARI02,Global,3
TANIN01,QSARO01,Global,0
MULTI01,QSARO02,Global,1580
NONAM01,ZZSARU03,Global,854
NONAM01,ZZSARU24,Global,0
NONAM01,ZZSARU27,Global,410
NONAM01,ZZSARU14,Global,0
NONAM01,ZZSARU01,Global,0
NONAM01,ZZSARU07,Global,0
NONAM01,ZZSARU22,Global,13
NONAM01,ZZSARU15,Global,2925
NONAM01,ZZSARU12,Global,0
NONAM01,ZZSARU08,Global,0
NONAM01,ZZSARU02,Global,0
NONAM01,ZZSARU16,Global,0
NONAM01,ZZSARU20,Global,477
NONAM01,ZZSARU17,Global,46
NONAM01,ZZSARU21,Global,0
NONAM01,ZZSARU13,Global,0
N/A,ZZSARU18,Global,0
